index,smiles
3421,N#c12n3(n#C1)=c-21(o=C#1)=C3
3422,C.C.C.C.C.C.N.N.N
3423,*123[h]45678o9%10%11%12%13*#4%14%15%16%17c#9-54%18o#1#%14=%105o%15#6=4=%111=C#%16=2=7%12=c%18#3#%17#8#%13=5-1
3424,C123#c4567o=189%10#c#41%11%12f4%13%14#c1#5-8%15%16c#%11-41c6%15#2=%13=%12-9#N#3#1#%14=7=%10=%16
3425,N12#o345[h]6789#n3%10%11%12n#6=43%13%14[h]=74[h]#1=%10=3-56#o%13#82-%11#F#4#%14=9=%126
3426,*12n34567c89#C=3#o#43%10o(n3#1=5)#F=68=N#9#7=%102
3427,[h]123456o789%10%11n-1%12%13%14%15%16#C=21%17%18%19=[h]#3-7-%122%20%21n4=1-8-%1337#f#9#2=%17=%14-51o=%15%18-%10-%20-3f6#%21#%16#7=%19=%11=1
3428,Cn12345n6789#C=1%10%11%12#[h]=2-61o#%10=726#[h]=1-37n#2=4%11-8f=7=%12=9=5-6
3429,C#c1(oo)=O#CO(C)#C1
3430,Cc1n=C#O#CC=N#N1
3431,[H]1234#[H]567#o89%10%11%12o%13%14%15%16=[H]=58%17%18%19#o#9=%13158f#2=%14=%17=%1061[h]%11#7#%18=%15=53N#4#1=8=%12%16%19
3432,f12*345:*-167#*189c3%10%11#C=623=C=%1014N#8#5=3=F79%11
3433,cn(NO)-n1(c)c=C#C#1
3434,*12345n6789%10%11*%12%13%14%15o#6=1%16%17%18o=%12-2-71#n#3=%13-826c9#%14=%163#C#%17#%1042n%18#5#3=%15=1=%11-6
3435,*12345f6789#N=1%10%11%12#c#2=61%13%14o#%10-726%15#o=3=87%10o4#1=2%113#C=9=%13576O=%14%12%10%153
3436,C.ccO12=C3#*(#O#31)=N=2N
3437,Co1n23c#14#C=2#C#4=3.N.N.O
3438,o123c456o789#C=14%10#c=214%11[h]5#72%12c=6=1%10O=8=42#C#3#9=%11%12
3439,C.C#O#co#O=N=C.O
3440,N#c123c4(c5n(n4-1=C#2)=N#5)=N#3
3441,F.N.[H]#c1c(c)(cn)=O#1
3442,o123456[h]789%10%11%12*#1%13%14%15%16%17[h]=7-21%18%19%20f#8=%1327%21[h]#3-%14-9-18%13#[h]42%15#%18-%101#f%16#8#%11#%19=5=7[H]#%20=6=%17=%13=%12%211
3443,[h]12345o6789o%10%11%12%13n-1%14%15%16%17*=2=61%18%19=*%14-7-%1026f38%11%15=17f#%12=%18-4-2-%16*9%13#5=%19=6=%17-7
3444,c1234n567c=189%10%11o=21%12%13%14n#82%15n=18(#N#3#5=9=%12)#O#2#%10#%136n%15%14=4=8=7=%11
3445,n123*45678o9%10%11o#4%12%13%14#f5#1-94%15%16=*%10=6-%1215c7=%11=%13=46o#2=1-%15#n86#5=%14-3-%16
3446,CC=N#n1(n)#N#C=O#1.O
3447,[h]123f45=F67#N1489#F514%10#C=85=C#2=18#c#4=6n#%10=3=5=978
3448,C.C#C=C.C=N.N.O.O
3449,[H]123#n456789*%10%11%12%13n#4%14%15%16%17f5#1=%104%18%19o#%11#%14#6=21=O#%15=7=43[h]8#%12=%16-1-%18=N=%13=%17=9=%19
3450,C.C.C.CC#C=O.N.N
3451,C.N=*1234n56#C=1=N#5#2=O1#f-3n4#61
3452,N=*1c2#F3#F=24=O(#cc4)C#13
3453,C.C.C.C.C.C.N.O.O
3454,C#c1c=n1.N.N=O.O.[HH]
3455,C.C.CC.F.O.cc=O
3456,C123=*456c78#c=1-49%10%11n=721o52#N=394#n=8=6-%10f#4#1=%11-2
3457,*1234[h]56789[h]%10%11%12%13%14f1-5%15%16%17%18c#%1015%19[h]#%11=2=6-%15-f1#7#%16=%12=f#3#5#8=%13=%17*#94-%19-%14-%18
3458,C.C.C.C.C.N.N.N.O
3459,f12o345n67=O18=c=319c#2-63#N82#N14F#9=2=573
3460,C.C.N.O.cc=co=N
3461,*123456:*789%10%11%12#*#1%13%14%15%16f-71%17%18%19o#2#%13#87%20%21[h]#%14#9-3-128n#%10=4=%17-71=[h]5%15%20#%18#%11=2[h]%16#6#%12#8=%19-1-%21
3462,*1#c2f345#c67c8n-3=n=2=8-4f6#5O#1=7
3463,*.O#N1(#C2=O=N2)N#N1#F
3464,C.C.C.F.nn12no-1#N=2
3465,N.O.O=*F#C12#N=N#1N=2
3466,C12=c34c5c67=o=189%10c-61#[H]#3=8#[H]#9=2=47[H]#%10=5=1
3467,Cc123n456n7[h]=1=489c#7-5=c8#6=C#2#C=39
3468,*.C.C.C#C=N.CO.N
3469,C.C.C.C.C.C.C.N.O
3470,C=CCF.cn-[h](n)=O
3471,O12*345c1678o-319=F3#O=4=6#f-1(o#7-9)#F=3=825
3472,C.C#FF#O(=C)=[H](=C)#O
3473,C.C#C.CC.N.N.N.O
3474,Co12c3#c456o#1-3-f#413[h]4=O#521N=6=34
3475,N.co(n)-n1(=cn)cC1
3476,C1=C23#C4=C5#C6#N=2#C#6=5#N=4=N#31
3477,C.C.C.C.C#c1*#O#1C
3478,C1=*234n567#*89(c-2C=3=o8=1=4-5)#C=6C97
3479,c123n4567n=189[h]=21%10n-42%11#c-3-54%12o6#2-13=O#48#f%127#9=%11=3-%10
3480,C#Cco=C.N.N.O.O
3481,*1=*234:*567:*8(#n(o#21-5)c#8=6-3#*4)F#7
3482,*123456[h]789%10%11%12f1%13%14%15%16%17#C#71%18%19%20#f#8=%13-27%21*#3#1=9=%1428n#4=7%18-%10-%151o#5#%11=%19=2=%16-c6#%20#%21=%12=1-8-%17
3483,C#N(#CN)#c(o)#C=C.O
3484,*=C1#c2(=N)(=O)cC13#OO32
3485,o123o4567f89n#4%10%11%12%13f5-14%14%15c#%10=21c#4=%112C#6=8=%14%12#[h]1#7#%13=3-9-2-%15
3486,C.C.C.C.C.C.N.N.O
3487,*1234:*56789%10n%11%12%13%14[h]=5%15%16%17n#1#6=%115%18%19f#2-716n8#%12=%15-52n%139%18#1-3-%16#o2%19#4#%10=%17=%14-6
3488,n123[h]4567n=189-*1%10%11f#4%12[h]5-2-84=f1#%122=c%10-9-4-6-o%11=3=7-2
3489,C.C.C#no#O.F.N#N
3490,*1=[h]23c45f267#f=128c1f-4-2-69=*3=8-1-5c-7-9
3491,C=*1=n2c3o=1#N#32#f1cC#1
3492,n12345[h]6789%10c=1%11%12%13%14[h]#61%15%16%17*#2=7=%116%18%19o81#%12-327f%13=%15-9-61=F#%16=%1842#c%10%17%14=5=1=%19-7
3493,c1c2o(N#Nc3co#1-3)O=2
3494,[H]12#[h]345o#16789%10c1[h]-6(n7=26#C=83=[H]#6=419)=O#%10=5
3495,f12345[h]6789%10%11#*%12%13%14%15%16f1-6%17%18%19%20o#2=%12-716%21=[h]=3=%13=8-%1727*=%14=%18-9-13o#%10=%15=2-4-6-%19#*7#%11=3-5%16-%21-%20
3496,[H]1234#n5678c9%10%11%12%13c%14%15%16%17c#9=51%18%19%20n#%14#6=%1021-f#%11#%183-%152f#%12#%19=%16=7-f%17%13#4#8=2=%20-1
3497,C.C.F.N.O.O.O.cn
3498,*1234567[h]89%10%11%12%13[h]=1%14%15%16%17%18*#8=21%19%20%21[h]=3-%14-928%22[h]41%10-%1539#[H]#%19#%16=%11521#f6%12#%20#3=%17-8#C#7#%22#%18=1%21%139
3499,*123#n456o789%10n1%11%12c=71-c=87(n9#4=2=%11-1[H]#7=5%10)=C#6=3=%12
3500,f123456[h]789%10%11%12[h]=1%13%14%15%16%17f=71%18%19%20*%13=2=87%21%22[h]1#3#9=%1428#*#4#7=%10=%15-%181[h]%19#%16=%21=%11-5-2-f%20#6#1#%22=%12-8-%17
3501,*12345o6789%10%11*1%12%13%14%15c#2=61%16%17%18=[h]=7-326%19n#%12#8=137o#2#9=%16-4-%131#F#6=3%14%17%10=o%11#%19=1-5-%15-7-%18
3502,n12n345#*678#c=19%10%11%12n-21#C692#*%10=7=3=C=%1114F#2#%12=58
3503,f12n3456*78#c-39o-43c=14c=2=5-71c#4=3-8o9#1#6
3504,[H]123=o456n178n=419%10%11f#5-74%12o=6=125=n-4-91c#%103-%12[h]#8-1-5-%11
3505,*1=[h]234o567=f-28*29%10f#8%11#C#25C#9%1136=N#41%107
3506,[h]123456n789%10%11n-1%12%13%14%15%16#*#2-71%17%18%19[h]=%12-327%20[h]#1#%13-4-83%12o%17#2#9-%141#o7=%10=%18=3=%15-5#o%12#1#%16=6=%11=%19-%20
3507,O12#c34567o8#c9%10%11c#3(o9-4-o%10=5N=1=86)N#%11=2=7
3508,C.C.C.C.C.C.C.N.O
3509,[h]123456f789%10%11%12[h]=1%13%14%15%16%17n7=21%18%19%20f#3#%13#827%21o%149=4=138=O=%15=%182%101#*#5=%16=%19=3=%117=F#%20=6=%17=%21=%1218
3510,C.C.C.N.c[h]n.cc
3511,Nn12n34c5#O#16=C=C3=N526N#4
3512,F12#n345f=16#F178#C#39=F3%10#n=1%11n#2=3-6-47=c5#%11#%10#8=9
3513,C.C.C.C1=O#N1.N.N.O
3514,[H]N#on12(O)c(C#1)-c=2c
3515,*1234567:*89%10%11%12%13[h]-1%14%15%16%17%18f=8-21%19%20%21f#9=3=%1428%22n=%10-4-%15-139[h]#5=%11-%16-%19-21f3#6#%12#%17#8=%20=f%13%181#7#%22-9-%21
3516,C1=n234n=156o1=C2789#*5-32#*-673o=8-1o4#3-29
3517,O1=*2345c678=c=29o=32%10f=63#n4=71#n#2=9f#%10#5=3-8
3518,C.C.C.C.C.C.C.N.O
3519,c1*23456n78c=1-29#n12[h]=3-7%10f=4=c#5=1=%10n6#9-2-8
3520,f12345[h]6789%10o%11%12%13%14%15#c1=6%16%17%18%19#o7-2-%1116#o3=%12-%1627*=1=%17-8-%133=[h]2#6#%18=4-9-%14O=5=%10=%1537%19
3521,c1n2n34567n8#n=2-39%10f42=n5-8-93=n6-%10o#1=3-2-7
3522,C.N.O.O.cn=O#C=O
3523,[H]#c123cf=1=C1(#C)(=C)#C2C=13
3524,[h]1234o56789n%10%11%12%13%14#[h]1=5%15%16%17%18f-%1015#n26#%15-%11%10%19#C=1=%12=%1672#F=3%138%17%10#*#9#%19=5=%14=%1842
3525,C.C#N1#C(O)co1.N.N
3526,N123456#C789%10%11%12#[h]1%13%14%15%16%17c=271%18%19%20#F=8%1327%21#*=%14=9=138%13c#4#2#%15=%10-%181o#5#%11=8=%197-%16=N#%13#%17#%20=%21=%1261
3527,C=cnc.N.N#c(=N)o
3528,n123[h]4567#O89%10#o-4%11%12o=54%13n#1=%115=c#%12=48n#%13=29-6=N=3=75%10
3529,n123o4567[h]89%10%11*4-1%12%13%14=F14#*#5=%128%15%16#[h]26#915#[H]#%10#7%15%13#[H]#5=3=4=%16%11%14
3530,C#C.C#no-nc.no
3531,*123456c789%10%11%12*1%13%14%15%16%17#F#71%18%19%20#n=%13=8-27%21%22[h]#9-31-%1428c#%10=4=%15%18-71=[H]#5#%11=%19=2=%21%16f6=%20=%17=1-8-%12-%22
3532,C.C.C.C.C.C#C.N.O
3533,N=F.co12(C)c#cc#1=O#2
3534,[h]123[h]456#o-17c218f=429%10n1#3-54%11o=6=21c=7=9-4n#8=%11-1-%10
3535,C.C.C#N=N#C.C=O#O
3536,*12o3456o789*=1=3-[h]1o-73n4=8-1(o#5=2-9)#O#63
3537,C.C.C.C.C.C.C.O.O
3538,n12o3O4#[h]-15678[h]19%10n#5-3=C=4=61c#9-7c=2=%10=8
3539,C.C.C.N.O.O.O.cn
3540,C=C#c12f=O34#*C=1=N#3#c2#4
3541,C.C.O.cc1=CN#C#N1
3542,n1o23c45#n67c-2n-628#N=41#N#3#2=7=C=85
3543,*1234#[h]56789*%10%11%12:*#5%13%14%15o1-65%16%17n#%10#7=%131c85#%1126#f#%16=3=%12=%14=1n#9=64-%15-%17
3544,C.C#N#C1(C)#O#nc=1.O
3545,*12345:*6789%10:*1%11%12%13%14f1%15%16%17c2%11=6%18%19%20[h]3=7=%12-126*#4#8=%15-%181#c%132#%16#9-%19=o%14#5=1=6=%20-%17-%10
3546,N1#c234o5#o6o-5-27n-o3(n=6=4)#f7=1
3547,c123[h]45678*#19%10%11n-41%12#[h]54%13%14n6-95%15o#4=2-1#c#%10#%13=7-5*:%11#3#8=%14-%12-%15
3548,C.C.C.C.C.C.C.N.O
3549,*123*456n789[h]1%10%11%12*21%13%14#n#4=73-%102%15c#5=1=%113[h]#2=8-%13-%12-f9%15=%14-6-3
3550,*123=O4567=O18#O419%10#C4%11#o=5%12o#1=265=N=4=%12=9=O#%11=3=8=7=%105
3551,Ccn123#Cc=1(c-2)=c1o#3c=1
3552,*123456:*789%10%11%12f%13%14%15%16%17*=1=7%18%19%20%21#F#%13#8217%22=[H]#3#%14=9%1828#[h]=%10=1-4-%15-%193n5%16#%11=%20=72#[h]%17#6#%12=3-%218%22
3553,*123o456o789#c=4%10%11c-74%12%13c-%107#o15=%11=8-4(F#2=6=%12)-*%13=3=9-7
3554,f1234n5678n-19%10%11o5=21%12=[H]=325%13#*#9=63%14=C=2=716#F#53%10%12F#%11=4=%13=6%148
3555,f12345o6789%10%11[h]-1%12%13%14%15o#6=21%16%17%18o=%12-3-726%19#c=8-%13-137c9#4=2=%161#N#3#%17=5=6=%10%14F#%19#%11=%15=7=1=%18
3556,[h]123n45678n9%10c#1#4%11%12%13[h]=2=9=5#n-312n#6-%11([h]%12#%10-1-7)F#%13=28
3557,*12345n6789%10%11f=1%12%13%14%15#n#2=61%16%17f#%12#726%18f1#3#87%12[h]%16#9-4-%13-2(#F#5#%10=6%147)F#%17#%18=%12%15%11
3558,c1234c56789n-1%10%11%12c#51%13%14%15o2=6-%105%16c=3=126o#%11#%13-71#*#2=8%12%145=c9=6=1=%16-4-%15
3559,N123=n456c789%10%11#c=4%12%13c#714%14f=8-517o=2=95=[h]4=3=%12=1=%10C#%13#7=56%14%11
3560,f12c3456#o789%10[h]=3%11%12%13%14c#7-43*=8=%1147[H]=%129=C=145%13=f2#%10=3-7-6-%14
3561,N12345=[H]6789%10%11#n%12%13%14%15c#6%16%17%18%19n176%20%21=c%12#%16#8=217*#%13#%17=93-62n1#%14#%10=%18=%204n=%15=%21=75-%19-2%11
3562,C.CC.CCc1c=O#1.F
3563,*123c4567*189%10:*=41%11%12%13:*#84%14n1-28%15n45-%111[h]#9=6-8-%12f%147%15#%10#%13=1-3
3564,O1=n23c45o16f17c#4=289#c1=5-6(*=3-8)n#7-9
3565,C=CN.C=N=C.N.cc
3566,o12345c6789%10%11o%12%13%14%15%16*=1-6%17%18%19%20=*%12#2=716%21#*#%13#8=%17-327o=%14-%18-1-93*%15=4=%19=26-%10#f53%167#%21#%11=%20
3567,C.C.C#O(=C=C)=ccC
3568,F1234#o56789n%10%11%12%13o#1%14%15%16%17n#%10-51%18n#6=2-%11-%145%10c#7#%15=1-%122f=3=8=%16=5#N#%18#2#9#%104%13%17
3569,C1=F=c2*34f(c[H]=2=3)[H]=14.[HH]
3570,C.C#C=C.CC.N.N.[HH]
3571,*1=N#N23N4#C25#n3*C=O#4#51
3572,[h]123o45n678f9%10f%11%12%13#[H]#1#6%14#O#9=7%11[H]#%12=42%14C#5#%10#8#%133
3573,*1234567#[h]89%10%11%12%13[h]#1%14%15%16%17%18[h]8=21%19%20%21[h]=%143-928%22[h]=%10=%15=1439o%19#%11=5=2-%161F#%17#3#%20=6%128=f%22%21#9=7=%13-%18-1
3574,C.C.C#NC.O.O.cc
3575,C1#O23#C4(#O2)(=cc4)=C12=co=2=3
3576,*123=C456#f=1789%10o41%11%12%13f54%14#[h]1=725%15#N#8%111#[H]#5#%12#964#*%13#%10=1=%14=%153
3577,oc12(=f3n#N=3)o(=C#1)N=N2
3578,C.C.CC.NN.co#F
3579,c12c3456o-1789%10%11f-2-31#C#723#*-8(o#9=2-4o#5=1=%10)N#3=6%11
3580,c12345f6789%10[h]=1%11%12%13%14%15o=61%16%17%18c#2=%116%19%20[h]#1#7#%12-32%11=F#6#%16#8#%131=c4%17#%19=9-2-%14=[H]=5=%18=%10=%11%201%15
3581,*12#o34567c89%10%11#[H]=3%12%13%14=n#8=13%15f#9=%12-41(c#52%13-3-o6#%15=%14=%10=1)N=%117
3582,o1c234*5#c67o8o6#2c=8-32=f4#1=[h]7=5-2
3583,*123456[h]789%10%11%12[h]-1%13%14%15%16c=71%17%18%19#c#8=2-%137%20%21n%14#1=9-328f=%17=%10-4-71-o2#%15=%20-5-%18-%11#o%21#%19=%12=8-6-%16-1
3584,*1=n234n56#o=17(cN2c7#3)O#45=O6
3585,N12#*345c678#n9%10[h]#3#6%11#O3#n#7=46c#31-9-5-%11=f%10#2-8-6
3586,*1234:*56789%10=*%11%12%13%14%15:*5%16%17%18%19n#1=%11=65%20%21*#2#%16=7%121:*5#3=8%13%172#[h]%14%20#4#%18=1-9#*=%19=2=%21%15%10
3587,C.C.cc1n2#c=13nn-o3-2
3588,C.C.C.N#C#O.O.cn
3589,C.C#O=C=C.N.N=C#O
3590,C123#F4567#[h]89%10c%11%12%13o4%14%15%16c8%11154*%12=9=%14=61#o=%13=72-%15o%10=3=%16=4-1
3591,N12345#c6789%10o=1%11%12%13%14%15n=2-61%16%17%18o=7=%1126%19f1=8=%127%11f92%13=3-%161n#4#6=7=%17-%10-%14F#5#%19#%15=%11=%18=1
3592,c12f345n67o89=N=1%10%11%12#C=31%13#C#6=4=%1083#f1%11c75#%12#3=2-9%13
3593,C.N#[h]1(o)cnF=O1=N
3594,*1234o56789#[H]1%10%11#*#2#51%12%13%14:*=%10=625%15o#16%10#[H]=3=7=%122=f5%13#6=%11=8c=4=%14-%10-%15-9
3595,*123456=*789%10%11%12n%13%14%15%16%17n=1-7%18%19%20%21o#8=2=%1317%22[h]#9=%143-%182o%10#%19=4=%15=13=*=%11=75%16%20#f%22=%12=36-2-%17-%21
3596,[h]1o2345o678c#29f=6-32%10#c36c-2=o37=1=4=%10*6#9#8#5
3597,C=f12n34(c#n=35(c)=oc4=5-1)#C2
3598,C1234#c5678n19%10%11%12%13c#51%14#[h]#6-95%15%16*#1#7=2=%1069#*%11#8=531O=%12%156#C#%16#9#%13=4=%141
3599,C.C.C.C#on.N.O.O
3600,*12c3c45#C=316#N=413#c47n2=1=N=4=N=5=763
3601,n123[h]456c178#*#219%10f#42%11c=7-14c#2-51[h]6#3=9-4-%11#O18%10
3602,C.C.C.C.C#NC.N.O
3603,*123456f789%10%11%12o=1%13%14%15%16%17[h]-2-71%18%19#o%13=827%20n=3-%14-98%13[h]#1#2=4-%15-%103n8%16#5#7#%11=%18#[H]#%19#%17=%20=3=%126%13
3604,n1o23456*7c=189=c2-c3-81o42#C95#c1=7=2-6
3605,f12345n6789%10%11n%12%13%14%15%16#F=61%17%18%19%20#n7#2=%1216%21#[h]8-3-%13%1727=f9#%14=4=1=%183#F#5#%19=%15=%1026#*=%21=%11=%20=3%167
3606,*12345[h]6789%10f%11%12%13%14f=6%15%16%17#o=16%18%19n2#%11=71%20#[h]3#6=%15-%12-8(=O#4#9=%18=1%16%13)-o%19%14#5#%17=%10=%20
3607,n12n3456[h]789%10%11[h]-3%12o1=73%13%14#n-81o4#3=9-%127=C#5#%10=%13=O#2#%1416%117
3608,O1=f234n56o7f2(#O=5)-n6#3c=7=N=41
3609,c12345c6789%10%11o-1%12%13%14%15%16c=61%17%18n#2#7#%126%19%20[h]=3=%13-827n#%14=1=9=6-43n%17#%10#%15=5-2-%19#N#%18#7=%16%113%20
3610,*123456:*789%10%11%12f=1%13%14%15%16n#2#71%17%18%19[h]-%13-827%20[h]3=%14=9-18%13f#%10=4=2=%15=%171-f%18=5=7-%11-8=*:%12#%20=6=%16=%13=%19-1
3611,*1234567f89%10%11%12%13[h]=1%14%15%16%17%18*2-81%19%20%21[h]=3=%14-928%22#[H]#%15=4=%10139=[h]#%19#2=5-%16-%111*%17#6=%20=%123-8=[H]#%22#1#%18=7=%21=%139
3612,f12c3456n789#N%10%11#O#1%12%13%14=*#3-71:*2#%10#4=%12-83=o5#1%13#n6#9=%14=3%11
3613,n1c23#o145#n167c8c9%10f1#8=2=*#4=396=c7#%10=5
3614,[h]1234o5678#f#19%10%11n1%12%13%14n#5-2-9%15%16=C=3125=O=6=%15%121=o#%13#7#%10-42-%16*#%14#%11=851
3615,C.C=C.O.O.O.cc#O
3616,C.C.C.C.C.C.C.C.O
3617,C#N.C#N.C#O.O.O.O
3618,n12*34567#[h]#189%10n=31%11%12%13o=43f=5-8-14-n#6=%11-91n%12-%10-4-7O#3=2=1%13
3619,C.C.C.C.C.C.CO.O
3620,f12345c6789%10[h]#1%11%12%13%14*#2-61%15%16%17f3-726%18f#8=1-4-%1137[h]#2#%15=5-%121#[H]#9=6=3%13%16#[h]7#%10#%18#%17=%14-1
3621,C.C.C.C.C=O.CO.O
3622,C.cc1(cC)f#c(N)o=1
3623,C1#*2#C34#nn5(o#3)Cf#24-5o=1
3624,*1#[H]2345#N678#*=29#n2[h]#63%10=C7#N#8=1=42N=9=%10=5
3625,C#C=F.N.N.N.cc=N
3626,*1234567:*89%10%11%12%13:*1%14%15%16%17%18n8=21%19%20%21#[H]#9=%14328%22#[h]#%15#1=4=%1039c5#%11#%16=2-%191#[h]6#%17#%20=%12=8=3=f%18#%22#%21=%13=9=1-7
3627,n1234o5678=c9%10%11%12n-5%13%14%15#*-95%16%17o1-%139%18=n2#%10#%14-5-6(o%16%11#3=7-9)#N#%17#%12#%15=48%18
3628,n*12(O)#f34c5c=16cc3#2=5c64
3629,co123o(n=1)-n-2n-n1*=c1-3
3630,c123o45678f#19#c-41%10f-2-94=c#1#52o-61o=7-%10=c128=3=4
3631,C.C.C.C.CN#N.N.O
3632,C.C.C.C.Ccn.N.N
3633,C.C.C.C.C.N.N#O.O
3634,*.C.C.CN.O.O.ff
3635,*1234:*56789o%10%11%12%13f#5=1%14%15%16%17*#%10=615%18o=7-%146%10o#%11=%15-2-1=f35#8#%16=6-%12=n%18#%10#%17=9-4-%13
3636,*12345f6789%10#N1%11%12%13%14#n=2=61%15%16f=3=%11=726%17f#1%12-837#[h]=%13=2-%151f#4#9#6=3%14*#1#%17=5=%16=7%10
3637,*123n456789c%10%11%12%13*-4%14%15%16n=1=54%17n=6-2-%14-%10=n#%15#%11=4=71f=%12-%17-8#C=%16=%13=139
3638,C12345#f6789%10c%11%12%13%14#c=1%15%16%17%18[h]=2=%11=61%19f#%15=%12=726#c8#1=%133-%167#f%19%17#9=4=2-*%10=5=7-%14-%18-6
3639,[h]123[h]4567f89%10%11%12[h]#1#4%13%14%15c=5-814#c=958c#2=6=%13-%109o7%14#3=1=%11-5[h]#9#%12=4=%15-8
3640,c1234*5678[h]9%10%11%12%13#N1%14%15#f-91%16n=2=5=%109%17#[H]#%14#6#%1112C#7=%1239[h]4#%16=8=%13=%17%152
3641,*12#c345c678#C=39=o=13%10c#6=9-41o-7N#5=3#[H]#1=2=%108
3642,[h]12345n6789%10f%11%12%13%14%15=[H]=1%16%17%18%19#C#62%111%20#O=%16=%123726#N#8=%171%13#o49#%18=%20=%142n#%10=6-5%19-%15
3643,C.C.C.C.C.C.C.C.O
3644,OC12#C3#N45#c(=F)n=14c=3#C=2=5
3645,*c12(=N)o3(=C)#NN=1=c#3#2c
3646,*1f23#C=1456#o17fO#1248#*75=*=3=8c6
3647,C.C#fc(c)(C)#nc.N
3648,*12345n6789%10[h]=1%11%12%13[h]#6-21%14%15%16c=%11-726n=8=17%11n=3=%14-%121o#%15=2=9-4-7-[h]1#%13#6#%11-5-%10-%16
3649,C.CN.N.O.O.c1oC1
3650,c1234o5678n#19%10%11%12n21%13%14%15*#5-92%16#C3159=N#6#%10#%13=21#[h]%14#4#7#%115-f%15=9=%12-%16-81
3651,[h]123456*789%10%11%12f#1%13%14%15%16#f-71%17%18%19o2#8=%137%20%21f9#3-128#[h]#%10#7-4-%17-%141o%11=5=%18=2-%15-%20*=6=%19=%16=%12=%2181
3652,[h]o123o4c5=*#1c(c=2)(#C5)=N43
3653,C.C#C=Onf.N.N.O
3654,C=c(c)=O=c[h]#O.N.N
3655,N#o1234n5=o=167f1c=6=*=2c#7=5=3-1n-4
3656,*12345c6789%10%11[h]%12%13%14%15%16[h]6#1%17%18%19%20n7#%1216%21#*8=2=%13=%177%12n#3=1=9-%14-%182c%19#%15#6=7=%10-4=O#%16#%12#%11#2=5=%21=%20
3657,C.C.C.C.C.N.N.N=N
3658,C.C#N.N.NOO1=C#N=1
3659,*.C.C.C.C.C.N.O.O
3660,*N.C.C#O.N.N.N.N
3661,n12n345f-16789*#31%10#f=4=63%11%12[h]=746#n#3=8o2#4=1-5-%11#o%12#6#9-%10
3662,*1234567:*89%10%11%12%13f=1%14%15%16%17%18*#8=21%19%20%21[h]#3#%14-928%22#C#1=4=%15%1039#*#5#%19#%16=2%111[h]#6#3#%17=%12=%20=8f=7=1=%21=%22-%139-%18
3663,O1234#n5678o=19%10%11%12o=521%13%14*=6-925%15c#%10-169=[h]#3#%11=2-71[h]#8=5-6-%13-%12#*#%14=%15=149
3664,[h]12o3456[h]78#*9%10#c=1-3%11%12%13o#413#o5#%1194n=1=6=%12-7#n4#2#%10#8#3#%13
3665,C.C#N(#C)#cc#N.O.O
3666,C.C.C#nc.N.O.OO
3667,*C.C1=NO1.N.c1oN#1
3668,F1234#[H]56789#*%10%11%12%13%14o=15%15%16%17%18o#6=%1015%19#[h]#7=2=%11-%156%10f#%12#8=%163-12o#%13#6=%17-5#f%14#%10#%18=94-%19-2
3669,C12=n345n6=c7c3=68=c43(c1-8C#35)#C#72
3670,c12n34567o#18*#319c3%10o=4-8=O#354=C#1=2=6=C#7=%10=9=4
3671,n12345n6789n%10%11%12%13%14o=1%15%16%17f#%10-21%18f#%15#%11-62#F#3#%12=716#*=84%16%18%13=O#%17=2=659%14
3672,*1234567[h]89%10%11%12%13[h]-1%14%15%16%17%18[h]8=21%19%20%21c9#%14=328%22[h]%10#1=4=%1539[h]#%16#%19#%11#2-51#f6%20%12#%17=3=8-f9%13%22#7=%18=%21-1
3673,c12n34567*89%10#o#3%11%12%13c=83(=O=94#N#1=3=%11=5%10)=n6#2#%12=F=7%13
3674,*123456[h]789%10%11%12f%13%14%15%16%17[h]#1#7%18%19%20%21*#2#%13-817%22=[h]#%18-3-%14-928f4#%19=%15=1=%103=*#%20#%11=25%167#*%12#%17#%21=6%22-8-3
3675,C=N=C(=N)#Nc(c)c=N
3676,*1c234n567no-589(c-[h]6#1-2-8)[h]7#3#C=4=9
3677,c123[h]45678#[h]19%10%11%12*=2-41%13%14o24#f#3=5-9%15f1-2-6-%10-*#%13#%11-7f%15%14#%12=4-8
3678,CC=n1f2=c(n)(*=C2)*1
3679,*123f4567[h]89#O=4%10%11#c5=1#f6#8%101#f=94c#2-7=f4#3#1%11
3680,C.C.C=CN.N.O.O.O
3681,C.CN1(#N)#*2=*3(n)=C=C=231
3682,*1#o234o56c#[H]789#c2=5%10c=71*#38=N#6#9#%10=4
3683,C1=o23o4*=1567c1f2-5o-1-4(#C=36)=N#7
3684,f12345f6789%10%11#[h]%12%13%14%15%16[h]-1-6%17%18%19%20[h]#7=%12-216%21[h]%13#8=3-%1727=f#4=%14=1-%18-93o#%10-%15-%19-2-6n%21#%20=%16-5-7-3-%11
3685,*1C=f23c4n#N12=N=34.C#N
3686,C.C=Cc(=C)o.N.N.N
3687,C#N1#Fn#1c.C#NO.N
3688,*c12c-c-1(=O)cc=2.C.C
3689,F.N.N#c12n(N)N=1=NC=2
3690,[h]123456o789%10%11[h]%12%13%14%15%16c-1%17%18%19%20[h]7=2=%121%21%22=*8#3=%17-%1327=n%14#%18=4=9-1=n%15#5=%19=%21-%10-2=O#%20=6=%11%167%22
3691,C.C.C.C.N.N.con
